usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,list_price_usd,cost_type,inference_geo,speed,api_key_id,api_key_status
2026-06-01,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.14,0.14,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-01,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.08,0.08,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-02,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.09,0.09,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-02,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.07,0.07,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-03,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.09,0.09,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-03,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.11,0.11,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-04,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-04,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.04,0.04,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-05,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.11,0.11,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-05,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.11,0.11,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-06,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.07,0.07,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-06,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.02,0.02,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-07,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-07,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.02,0.02,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-08,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.09,0.09,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-08,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-09,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.06,0.06,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-09,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.03,0.03,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-10,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.10,0.10,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-10,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.04,0.04,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-06-11,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.09,0.09,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
